Company,TypeName,Inches,Ram,OpSys,Weight(kg),Price_euros,Cpu_brand,Cpu_type,Cpu_speed,Memory_capacity,Memory_type,Screen,Screen_touch,Screen_type
Lenovo,Notebook,17.3,8GB,Windows 10,3.0,659.0,Intel,i5,2.3,1000.0,HDD,1600x900,0,NaN
Lenovo,Notebook,15.6,4GB,Windows 10,2.3,977.0,Intel,i5,2.3,1000.0,HDD,1920x1080,0,IPS Panel
MSI,Gaming,17.3,16GB,Windows 10,3.78,2499.0,Intel,i7,2.8,256.0,SSD,1920x1080,0,Full HD
Lenovo,Notebook,15.6,4GB,Windows 10,2.1,540.0,Intel,i5,2.3,500.0,HDD,1366x768,0,NaN
HP,Notebook,15.6,4GB,Windows 7,2.31,940.0,Intel,i5,2.3,500.0,HDD,1920x1080,0,Full HD
Lenovo,Ultrabook,12.5,8GB,Windows 10,0.99,1399.0,Intel,M,1.2,512.0,SSD,2560x1440,1,IPS Panel
Lenovo,Gaming,17.3,32GB,Windows 10,4.6,3240.0,Intel,i7,2.7,512.0,SSD,1920x1080,0,IPS Panel
Lenovo,2 in 1 Convertible,10.1,4GB,Windows 10,0.69,646.27,Intel,x5,1.44,64.0,Flash,1920x1200,1,IPS Panel
HP,Ultrabook,13.3,16GB,Windows 10,1.3,2049.0,Intel,i7,2.7,512.0,SSD,3840x2160,0,IPS Panel
Dell,Notebook,15.6,8GB,Windows 10,2.18,750.0,Intel,i5,2.5,256.0,SSD,1920x1080,0,Full HD
HP,Notebook,14.0,4GB,Windows 7,1.54,1030.99,Intel,i5,2.3,500.0,HDD,1920x1080,0,Full HD
HP,Workstation,15.6,8GB,Windows 7,1.9,1495.0,Intel,i7,2.5,256.0,SSD,1920x1080,0,Full HD
Lenovo,Notebook,14.0,8GB,Windows 7,1.7,1199.0,Intel,i5,2.3,180.0,SSD,1920x1080,0,Full HD
HP,Notebook,13.3,4GB,Chrome OS,1.29,615.0,Intel,Dual,1.5,32.0,Flash,3200x1800,0,Quad HD+
Acer,Notebook,15.6,4GB,Windows 10,2.4,387.0,AMD,A8,2.2,500.0,HDD,1366x768,0,NaN
Dell,Notebook,15.6,4GB,Linux,2.2,393.49,Intel,Quad,1.6,500.0,HDD,1366x768,0,NaN
HP,Notebook,15.6,4GB,No OS,1.86,345.99,Intel,i3,2.0,1000.0,HDD,1366x768,0,NaN
Asus,Gaming,17.3,8GB,Windows 10,2.7,1599.0,Intel,i7,2.8,256.0,SSD,1920x1080,0,IPS Panel
Dell,Ultrabook,13.3,4GB,Windows 10,1.4,818.35,Intel,i5,1.6,256.0,SSD,1920x1080,0,IPS Panel
HP,Netbook,12.5,4GB,Windows 7,2.4,1599.0,Intel,i5,2.3,128.0,SSD,1366x768,0,NaN
Acer,Notebook,15.6,8GB,Windows 10,2.4,799.0,Intel,i5,2.5,256.0,SSD,1920x1080,0,Full HD
Dell,Notebook,15.6,8GB,Windows 10,2.36,638.8,Intel,i5,2.5,1000.0,HDD,1920x1080,0,Full HD
MSI,Gaming,17.3,8GB,Windows 10,2.6,1599.0,Intel,i7,2.6,256.0,SSD,1920x1080,0,Full HD
HP,Notebook,15.6,4GB,Windows 10,1.96,500.0,Intel,Quad,1.6,1000.0,HDD,1366x768,0,NaN
Asus,Gaming,17.3,16GB,Windows 10,4.3,2299.0,Intel,i7,2.6,128.0,SSD,1920x1080,0,IPS Panel
Dell,Ultrabook,12.5,4GB,Windows 7,1.5,1135.15,Intel,i3,2.3,500.0,HDD,1366x768,0,NaN
Dell,Ultrabook,12.5,4GB,Windows 7,1.5,1166.97,Intel,i3,2.3,128.0,SSD,1366x768,0,NaN
Acer,Notebook,15.6,4GB,Chrome OS,2.2,209.0,Intel,Dual,1.5,16.0,SSD,1366x768,0,NaN
HP,Workstation,17.3,8GB,Windows 7,3.0,2899.0,Intel,i7,2.6,1000.0,HDD,1920x1080,0,IPS Panel
Lenovo,Gaming,15.6,16GB,Windows 10,2.4,1199.0,Intel,i7,2.8,512.0,SSD,1920x1080,0,Full HD
Dell,Ultrabook,12.5,8GB,Windows 7,1.5,1413.1,Intel,i5,2.3,256.0,SSD,1366x768,0,NaN
MSI,Gaming,17.3,8GB,Windows 10,2.9,1511.19,Intel,i7,2.6,128.0,SSD,1920x1080,0,Full HD
Lenovo,2 in 1 Convertible,15.6,4GB,Windows 10,2.1,867.0,Intel,i5,2.3,256.0,SSD,1920x1080,1,IPS Panel
HP,Notebook,15.6,4GB,Windows 10,2.1,398.0,AMD,A6,2.5,1000.0,HDD,1920x1080,0,Full HD
Asus,Gaming,15.6,16GB,Windows 10,2.59,1339.0,Intel,i7,2.6,128.0,SSD,1920x1080,0,IPS Panel
HP,Notebook,13.3,8GB,Windows 10,1.16,1699.0,Intel,M,1.1,256.0,SSD,3200x1800,1,Quad HD+
Dell,Notebook,15.6,4GB,Windows 7,2.24,769.15,Intel,i5,2.3,500.0,HDD,1366x768,0,NaN
Lenovo,Notebook,15.6,4GB,Windows 10,2.1,429.0,Intel,i3,2.0,128.0,SSD,1366x768,0,NaN
HP,Ultrabook,13.3,8GB,Windows 10,1.16,1969.0,Intel,i7,2.5,512.0,SSD,1920x1080,0,Full HD
Lenovo,2 in 1 Convertible,10.1,4GB,Android,0.69,549.0,Intel,x5,1.44,64.0,Flash,1920x1200,1,IPS Panel
Dell,Ultrabook,13.3,8GB,Windows 10,1.23,1379.0,Intel,i7,2.4,256.0,SSD,1920x1080,0,Full HD
Lenovo,Gaming,17.3,16GB,Windows 10,4.6,2749.99,Intel,i7,2.7,256.0,SSD,1920x1080,0,IPS Panel
Razer,Ultrabook,12.5,8GB,Windows 10,1.25,1029.0,Intel,i7,2.5,256.0,SSD,3840x2160,1,4K Ultra HD
Toshiba,Ultrabook,13.3,16GB,Windows 10,1.05,2226.0,Intel,i7,2.7,512.0,SSD,1920x1080,0,Full HD
Asus,Gaming,17.3,8GB,Windows 10,3.52,1312.49,Intel,i7,2.6,128.0,SSD,1920x1080,0,Full HD
Vero,Notebook,13.3,4GB,Windows 10,1.35,196.0,Intel,X5,1.44,32.0,Flash,1920x1080,0,Full HD
HP,Notebook,13.3,8GB,Windows 10,1.16,1690.0,Intel,i5,2.3,256.0,SSD,1920x1080,0,Full HD
HP,Notebook,14.0,8GB,Windows 7,1.43,1513.0,Intel,i5,2.3,256.0,SSD,1920x1080,0,Full HD
Dell,Notebook,15.6,4GB,Linux,2.09,523.63,Intel,i5,2.3,500.0,HDD,1366x768,0,NaN
Asus,Notebook,15.6,4GB,Windows 10,2.0,435.0,Intel,i3,2.4,1000.0,HDD,1366x768,0,NaN
Lenovo,2 in 1 Convertible,14.0,8GB,Windows 10,1.8,1669.0,Intel,i7,2.5,256.0,SSD,1920x1080,1,IPS Panel
Lenovo,2 in 1 Convertible,10.1,4GB,Windows 10,0.69,479.0,Intel,x5,1.44,64.0,Flash,1920x1200,1,IPS Panel
HP,Ultrabook,12.5,8GB,Windows 7,1.26,1895.0,Intel,i5,2.4,256.0,SSD,1366x768,0,NaN
Lenovo,Gaming,15.6,8GB,No OS,2.4,989.0,Intel,i5,2.5,128.0,SSD,1920x1080,0,IPS Panel
HP,Gaming,17.3,8GB,Windows 10,3.35,1129.0,Intel,i5,2.3,128.0,SSD,1920x1080,0,IPS Panel
HP,Notebook,15.6,8GB,Windows 10,2.04,629.0,Intel,i7,2.7,2000.0,HDD,1366x768,0,NaN
Lenovo,2 in 1 Convertible,14.0,8GB,Windows 7,1.8,2050.38,Intel,i7,2.6,512.0,SSD,1920x1080,1,IPS Panel
Asus,Notebook,14.0,4GB,Windows 10,1.5,278.0,Intel,Dual,1.1,32.0,Flash,1366x768,0,NaN
HP,Ultrabook,15.6,8GB,Windows 10,1.84,752.0,Intel,i7,2.7,256.0,SSD,1920x1080,0,Full HD
Acer,Notebook,15.6,4GB,Windows 10,2.23,616.0,Intel,i5,2.5,1000.0,HDD,1920x1080,0,Full HD
Lenovo,Notebook,15.6,16GB,Windows 10,2.5,1099.0,Intel,i7,2.5,1000.0,Hybrid,1920x1080,0,Full HD
HP,Workstation,17.3,8GB,Windows 7,3.0,3949.4,Intel,i7,2.6,256.0,SSD,1920x1080,0,IPS Panel
Dell,Notebook,15.6,8GB,Windows 10,2.5,784.0,Intel,i5,2.5,1000.0,HDD,1366x768,0,NaN
MSI,Gaming,17.3,16GB,Windows 10,3.78,2399.0,Intel,i7,2.7,256.0,SSD,1920x1080,0,Full HD
HP,Ultrabook,15.6,8GB,Windows 7,1.88,2171.72,Intel,i7,2.5,256.0,SSD,1920x1080,0,Full HD
Lenovo,2 in 1 Convertible,14.0,16GB,Windows 10,2.8,2440.0,Intel,i7,2.6,512.0,SSD,2560x1440,1,IPS Panel
MSI,Gaming,15.6,8GB,Windows 10,2.4,1142.8,Intel,i7,2.8,128.0,SSD,1920x1080,0,Full HD
HP,2 in 1 Convertible,13.3,8GB,Windows 10,1.48,1629.0,Intel,i5,2.4,256.0,SSD,1920x1080,1,Full HD
HP,Workstation,15.6,8GB,Windows 7,2.59,2229.0,Intel,i7,2.6,256.0,SSD,1920x1080,0,IPS Panel
HP,2 in 1 Convertible,13.3,8GB,Windows 10,1.48,1799.0,Intel,i7,2.6,256.0,SSD,2560x1440,1,NaN
HP,Workstation,15.6,8GB,Windows 7,2.0,1899.0,Intel,i7,2.6,256.0,SSD,1920x1080,0,Full HD
HP,Ultrabook,12.5,8GB,Windows 7,1.26,2296.95,Intel,i7,2.5,256.0,SSD,1920x1080,0,Full HD
Dell,Notebook,15.6,8GB,Windows 10,2.18,1009.9,Intel,i7,2.7,256.0,SSD,1920x1080,0,Full HD
HP,Notebook,15.6,8GB,Windows 7,1.88,1579.0,Intel,i5,2.3,256.0,SSD,1920x1080,0,Full HD
Lenovo,2 in 1 Convertible,14.0,8GB,Windows 10,1.27,2339.0,Intel,i7,2.5,256.0,SSD,2560x1440,1,IPS Panel
Lenovo,Notebook,15.6,4GB,No OS,1.9,339.0,Intel,i3,2.0,1000.0,HDD,1366x768,0,NaN
HP,Notebook,15.6,4GB,Windows 10,1.86,297.0,AMD,E,1.8,500.0,HDD,1366x768,0,NaN
Lenovo,Notebook,15.6,8GB,No OS,2.32,599.0,Intel,i5,2.3,1000.0,HDD,1920x1080,0,Full HD
Dell,Gaming,15.6,8GB,Windows 10,2.62,1199.0,Intel,i7,2.8,1000.0,HDD,1920x1080,0,Full HD
Dell,Notebook,15.6,8GB,Windows 10,2.04,2250.68,Intel,i5,2.3,256.0,SSD,3840x2160,1,IPS Panel
HP,Notebook,15.6,4GB,Windows 10,1.91,478.89,AMD,A6,2.5,256.0,SSD,1920x1080,0,Full HD
MSI,Gaming,17.3,16GB,Windows 10,2.7,1492.8,Intel,i7,2.8,256.0,SSD,1920x1080,0,Full HD
Lenovo,Ultrabook,14.0,12GB,Windows 7,1.4,2299.0,Intel,i7,2.6,512.0,SSD,1920x1080,0,Full HD
Lenovo,Notebook,15.6,8GB,Windows 10,2.5,788.49,Intel,i5,2.3,1000.0,Hybrid,1920x1080,0,Full HD
HP,2 in 1 Convertible,13.3,8GB,Windows 10,1.48,2041.0,Intel,i7,2.6,512.0,SSD,2560x1440,1,NaN
Lenovo,Ultrabook,14.0,8GB,Windows 7,1.7,1499.0,Intel,i7,2.6,256.0,SSD,1920x1080,0,Full HD
MSI,Gaming,14.0,16GB,Windows 10,1.7,1769.0,Intel,i7,2.6,256.0,SSD,1920x1080,0,Full HD
HP,Gaming,15.6,8GB,Windows 10,2.62,899.0,Intel,i7,2.8,1000.0,HDD,1920x1080,0,IPS Panel
Lenovo,Notebook,15.6,8GB,Windows 10,2.2,459.0,Intel,i3,2.0,1000.0,HDD,1366x768,0,NaN
HP,Notebook,15.6,4GB,No OS,2.1,476.99,Intel,i5,2.3,500.0,HDD,1366x768,0,NaN
Dell,Gaming,15.6,8GB,Windows 10,2.62,1498.0,Intel,i7,2.8,128.0,SSD,3840x2160,0,4K Ultra HD
Lenovo,Notebook,15.6,8GB,Windows 10,1.95,1390.0,Intel,i5,2.5,256.0,SSD,1920x1080,0,IPS Panel
Lenovo,Notebook,15.6,4GB,Windows 10,2.2,468.0,Intel,i3,2.0,1000.0,HDD,1920x1080,0,Full HD
HP,Notebook,14.0,2GB,Windows 10,1.44,249.0,Intel,Dual,1.6,32.0,Flash,1366x768,0,NaN
MSI,Gaming,15.6,8GB,Windows 10,2.2,839.0,Intel,i7,2.7,1000.0,HDD,1920x1080,0,IPS Panel
HP,Notebook,15.6,8GB,Windows 10,1.96,679.0,Intel,i7,2.5,256.0,SSD,1920x1080,0,Full HD
HP,Notebook,15.6,16GB,Windows 10,2.1,1159.0,Intel,i7,1.8,512.0,SSD,1920x1080,0,Full HD
Asus,Notebook,15.6,4GB,Windows 10,2.2,369.0,Intel,Dual,1.6,500.0,HDD,1366x768,0,NaN
Lenovo,Notebook,15.6,4GB,No OS,2.1,398.0,Intel,i5,2.3,500.0,HDD,1366x768,0,NaN
Lenovo,Notebook,15.6,8GB,No OS,2.2,709.0,Intel,i7,2.7,1000.0,HDD,1920x1080,0,Full HD
Asus,Notebook,14.0,4GB,Windows 10,2.0,769.0,Intel,i3,2.4,256.0,SSD,1920x1080,0,Full HD
Lenovo,Notebook,15.6,4GB,Windows 7,2.32,825.0,Intel,i7,2.5,1000.0,Hybrid,1920x1080,0,Full HD
Lenovo,Gaming,15.6,16GB,Windows 10,3.31,1305.0,Intel,i7,2.6,512.0,SSD,1920x1080,0,IPS Panel
MSI,Gaming,15.6,16GB,Windows 10,1.91,2153.37,Intel,i7,2.6,128.0,SSD,1920x1080,0,Full HD
HP,Notebook,15.6,4GB,Windows 10,2.07,650.0,Intel,i3,2.3,500.0,HDD,1366x768,0,NaN
Lenovo,2 in 1 Convertible,14.0,8GB,Windows 10,1.36,1637.0,Intel,i5,2.3,256.0,SSD,2560x1440,1,IPS Panel
Lenovo,Ultrabook,15.6,6GB,Windows 10,1.54,831.0,Intel,i7,2.7,256.0,SSD,1920x1080,0,Full HD
Dell,Notebook,15.6,8GB,Linux,1.98,895.01,Intel,i7,2.7,256.0,SSD,1920x1080,0,Full HD
Acer,Notebook,15.6,4GB,Windows 10,2.1,333.0,Intel,Dual,2.0,500.0,HDD,1366x768,0,NaN
HP,Notebook,15.6,6GB,Windows 10,2.18,799.0,Intel,i7,2.6,1000.0,HDD,1920x1080,0,IPS Panel
Asus,Gaming,15.6,8GB,Windows 10,2.591,909.0,Intel,i7,2.6,256.0,SSD,1920x1080,0,IPS Panel
Dell,2 in 1 Convertible,15.6,16GB,Windows 10,2.09,1179.0,Intel,i7,2.7,512.0,SSD,1920x1080,1,Full HD
Acer,Notebook,15.6,4GB,Windows 10,2.23,691.0,Intel,i5,2.5,256.0,SSD,1920x1080,0,Full HD
Dell,Ultrabook,13.3,8GB,Linux,1.23,1099.0,Intel,i5,2.4,256.0,SSD,3200x1800,1,Quad HD+
Acer,Gaming,17.3,16GB,Windows 10,4.2,2599.0,Intel,i7,2.8,256.0,SSD,1920x1080,0,IPS Panel
Lenovo,Gaming,15.6,8GB,Windows 10,2.4,819.0,Intel,i5,2.5,1000.0,HDD,1920x1080,0,IPS Panel
HP,Notebook,15.6,4GB,Windows 10,1.86,485.0,Intel,i5,2.5,500.0,HDD,1366x768,0,NaN
Apple,Ultrabook,12.0,8GB,Mac OS X,0.92,1163.0,Intel,M,1.1,256.0,Flash,2304x1440,0,IPS Panel
Dell,2 in 1 Convertible,13.3,8GB,Windows 10,1.6,1199.0,Intel,i5,2.5,256.0,SSD,1920x1080,1,IPS Panel
HP,Notebook,15.6,12GB,Windows 10,2.21,1327.0,Intel,i7,2.8,128.0,SSD,1920x1080,0,IPS Panel
Lenovo,Notebook,15.6,4GB,No OS,1.9,368.0,Intel,i3,2.0,1000.0,HDD,1366x768,0,NaN
Asus,Gaming,17.3,16GB,Windows 10,4.3,2150.0,Intel,i7,2.6,512.0,SSD,1920x1080,0,IPS Panel
Acer,Notebook,15.6,4GB,Linux,2.1,272.0,Intel,Dual,2.0,1000.0,HDD,1366x768,0,NaN
MSI,Gaming,17.3,16GB,Windows 10,2.43,2048.9,Intel,i7,2.8,256.0,SSD,1920x1080,0,Full HD
Dell,Notebook,15.6,4GB,Windows 10,2.3,499.0,Intel,i3,2.0,128.0,SSD,1366x768,0,NaN
Lenovo,Notebook,15.6,8GB,No OS,2.2,629.0,Intel,i7,2.5,500.0,HDD,1366x768,0,NaN
Dell,2 in 1 Convertible,15.6,16GB,Windows 10,2.0,1285.0,Intel,i7,1.8,512.0,SSD,1920x1080,1,Full HD
Dell,Ultrabook,13.3,16GB,Windows 10,1.2,2680.0,Intel,i7,2.7,512.0,SSD,3200x1800,1,Quad HD+
Asus,Gaming,15.6,8GB,Windows 10,2.2,1169.0,Intel,i7,2.6,1000.0,HDD,1920x1080,0,Full HD
Dell,Notebook,15.6,8GB,Windows 10,2.36,889.0,Intel,i5,2.5,256.0,SSD,1920x1080,0,Full HD
HP,Notebook,15.6,8GB,Windows 10,1.91,579.0,Intel,i5,2.5,256.0,SSD,1366x768,0,NaN
Lenovo,Notebook,15.6,4GB,Windows 10,2.2,299.0,AMD,E,2.2,500.0,HDD,1366x768,0,NaN
Acer,Notebook,17.3,8GB,Windows 10,3.3,629.0,Intel,i3,2.0,1000.0,HDD,1600x900,0,NaN
Asus,Gaming,15.6,16GB,Windows 10,2.2,2449.0,Intel,i7,2.8,256.0,SSD,1920x1080,0,Full HD
Apple,Ultrabook,12.0,8GB,Mac OS X,0.92,1279.0,Intel,M,1.2,512.0,Flash,2304x1440,0,IPS Panel
Asus,Notebook,15.6,16GB,Windows 10,2.2,1749.0,Intel,i7,2.8,128.0,SSD,1920x1080,0,Full HD
MSI,Gaming,17.3,16GB,Windows 10,2.43,1948.99,Intel,i7,2.6,256.0,SSD,1920x1080,0,IPS Panel
Dell,2 in 1 Convertible,15.6,8GB,Windows 10,2.191,999.0,Intel,i5,2.5,256.0,SSD,1920x1080,1,IPS Panel
Asus,Gaming,17.3,16GB,Windows 10,2.9,1949.0,Intel,i7,2.8,256.0,SSD,1920x1080,0,Full HD
Acer,Netbook,11.6,2GB,Chrome OS,1.3,174.0,Intel,Dual,1.5,32.0,SSD,1366x768,0,NaN
Acer,Notebook,17.3,4GB,Windows 10,3.3,598.0,Intel,i3,2.0,1000.0,HDD,1600x900,0,NaN
Lenovo,Notebook,17.3,8GB,No OS,2.8,539.0,Intel,i5,2.5,1000.0,HDD,1600x900,0,NaN
Lenovo,Gaming,15.6,8GB,Windows 10,2.6,1272.0,Intel,i7,2.6,128.0,SSD,1920x1080,0,IPS Panel
Acer,2 in 1 Convertible,14.0,8GB,Windows 10,1.2,1149.0,Intel,i7,1.3,256.0,SSD,1920x1080,1,IPS Panel
Lenovo,Notebook,15.6,8GB,Windows 10,2.3,1529.0,Intel,i7,2.6,256.0,SSD,1920x1080,0,IPS Panel
MSI,Gaming,15.6,8GB,Windows 10,2.2,1476.11,Intel,i7,2.6,128.0,SSD,1920x1080,0,Full HD
HP,Notebook,15.6,6GB,Windows 10,2.1,529.0,AMD,A12,2.7,1000.0,HDD,1920x1080,0,Full HD
Dell,Ultrabook,12.5,8GB,Windows 7,1.26,1713.37,Intel,i5,2.4,256.0,SSD,1920x1080,1,Full HD
Dell,2 in 1 Convertible,15.0,4GB,Windows 10,2.08,509.0,Intel,i3,2.4,500.0,HDD,1920x1080,1,Full HD
Asus,Notebook,15.6,4GB,Windows 10,2.65,309.0,Intel,Quad,1.6,1000.0,HDD,1366x768,0,NaN
Dell,Ultrabook,13.3,8GB,Windows 10,1.29,1477.0,Intel,i7,2.7,256.0,SSD,3200x1800,1,Quad HD+
Dell,Notebook,15.6,4GB,Linux,2.18,521.86,Intel,i5,2.5,1000.0,HDD,1366x768,0,NaN
Lenovo,Gaming,15.6,16GB,Windows 10,2.6,1029.0,Intel,i7,2.6,128.0,SSD,1920x1080,1,IPS Panel
MSI,Gaming,15.6,8GB,Windows 10,2.2,1149.0,Intel,i7,2.8,128.0,SSD,1920x1080,0,Full HD
Lenovo,Netbook,12.5,16GB,Windows 10,1.3,1650.0,Intel,i7,2.5,512.0,SSD,1920x1080,1,IPS Panel
Razer,Gaming,14.0,16GB,Windows 10,1.95,3499.0,Intel,i7,2.8,1000.0,SSD,1920x1080,0,Full HD
Dell,Notebook,15.6,8GB,Windows 10,2.3,469.01,Intel,i3,2.4,1000.0,HDD,1366x768,1,NaN
MSI,Gaming,17.3,16GB,Windows 10,2.7,1598.0,Intel,i7,2.8,256.0,SSD,1920x1080,0,Full HD
Apple,Ultrabook,11.6,4GB,Mac OS X,1.08,959.0,Intel,i5,1.6,256.0,Flash,1366x768,0,NaN
HP,Notebook,15.6,4GB,Windows 10,2.1,478.0,Intel,i3,2.0,1000.0,HDD,1920x1080,0,Full HD
HP,Ultrabook,14.0,8GB,Windows 7,1.54,2198.19,Intel,i7,2.5,256.0,SSD,2560x1440,0,NaN
Dell,Notebook,15.6,4GB,Windows 7,2.24,737.0,Intel,i5,2.3,500.0,HDD,1366x768,0,NaN
MSI,Gaming,15.6,8GB,Windows 10,2.3,1169.0,Intel,i7,2.6,128.0,SSD,1920x1080,0,Full HD
Lenovo,Notebook,13.3,16GB,Windows 10,1.4,1499.0,Intel,i7,2.7,512.0,SSD,1920x1080,0,IPS Panel
Lenovo,Notebook,15.6,6GB,Windows 10,2.2,597.57,AMD,A12,3.6,256.0,SSD,1920x1080,0,Full HD
Asus,Ultrabook,13.3,8GB,Windows 10,1.45,1280.0,Intel,i7,2.5,256.0,SSD,1920x1080,0,Full HD
Acer,Notebook,15.6,4GB,Linux,2.4,361.8,Intel,i3,2.0,500.0,HDD,1366x768,0,NaN
Dell,2 in 1 Convertible,17.3,16GB,Windows 10,2.77,1799.0,Intel,i7,2.7,512.0,SSD,1920x1080,1,Full HD
HP,Notebook,14.0,4GB,Windows 7,1.54,1099.99,Intel,i5,2.3,256.0,SSD,1920x1080,0,Full HD
Asus,Gaming,15.6,16GB,Windows 10,2.5,1600.0,Intel,i7,2.8,256.0,SSD,1920x1080,0,IPS Panel
Dell,Notebook,14.0,4GB,Windows 10,1.6,875.0,Intel,i5,2.5,500.0,HDD,1366x768,0,NaN
Asus,Gaming,15.6,16GB,Windows 10,2.34,2325.0,Intel,i7,2.6,256.0,SSD,1920x1080,0,IPS Panel
Lenovo,Notebook,15.6,8GB,No OS,2.3,573.0,Intel,i5,2.5,256.0,SSD,1920x1080,0,IPS Panel
Dell,2 in 1 Convertible,13.3,8GB,Windows 10,1.24,1813.0,Intel,i5,1.2,256.0,SSD,3200x1800,1,Quad HD+
Dell,Notebook,15.6,4GB,Linux,2.2,324.0,Intel,Quad,1.6,500.0,HDD,1366x768,0,NaN
HP,Notebook,15.6,4GB,Windows 10,1.86,399.0,AMD,A6,2.5,500.0,HDD,1366x768,0,NaN
Lenovo,Notebook,15.6,6GB,Windows 10,2.4,569.0,Intel,i3,2.3,128.0,SSD,1920x1080,0,Full HD
Lenovo,Notebook,14.0,8GB,Windows 10,1.9,1072.0,Intel,i5,2.3,256.0,SSD,1920x1080,0,IPS Panel
Dell,Notebook,15.6,4GB,Windows 10,2.2,443.99,Intel,Quad,1.6,500.0,HDD,1366x768,0,NaN
Asus,Notebook,15.6,4GB,Windows 10,2.0,339.0,Intel,Dual,1.1,1000.0,HDD,1366x768,0,NaN
Asus,Gaming,17.3,16GB,Windows 10,4.0,1900.0,Intel,i7,2.6,128.0,SSD,1920x1080,0,IPS Panel
Dell,Notebook,15.6,4GB,Windows 10,2.29,490.0,Intel,i3,2.0,500.0,HDD,1366x768,0,NaN
Lenovo,Notebook,15.6,8GB,Windows 7,2.32,895.0,Intel,i7,2.5,1000.0,Hybrid,1920x1080,0,Full HD
MSI,Gaming,15.6,8GB,Windows 10,2.4,1229.0,Intel,i7,2.6,128.0,SSD,1920x1080,0,Full HD
Lenovo,2 in 1 Convertible,14.0,4GB,Windows 10,1.8,833.01,Intel,i5,2.3,128.0,SSD,1920x1080,1,Full HD
Asus,Ultrabook,13.3,8GB,Windows 10,1.2,729.0,Intel,M,0.9,512.0,SSD,1920x1080,0,IPS Panel
Dell,Notebook,15.6,6GB,Windows 10,2.3,459.0,Intel,i3,2.4,1000.0,HDD,1366x768,0,NaN
Acer,Notebook,15.6,4GB,Linux,2.4,289.0,Intel,Dual,1.6,500.0,HDD,1366x768,0,NaN
Dell,Notebook,15.6,2GB,Windows 10,2.2,379.0,Intel,Dual,1.6,500.0,HDD,1366x768,0,NaN
Lenovo,Notebook,15.6,8GB,Windows 10,2.6,899.0,Intel,i7,2.6,1000.0,HDD,1920x1080,0,IPS Panel
HP,Notebook,15.6,6GB,Windows 10,2.04,549.99,AMD,A9,2.9,1000.0,Hybrid,1920x1080,0,Full HD
Dell,Notebook,15.6,8GB,Linux,2.3,805.99,Intel,i7,2.7,1000.0,HDD,1366x768,0,NaN
HP,Netbook,11.6,2GB,Windows 10,1.17,209.0,Intel,Dual,1.6,32.0,Flash,1366x768,0,NaN
Asus,Notebook,15.6,4GB,Windows 10,2.2,720.32,Intel,i7,2.5,500.0,HDD,1366x768,0,NaN
Lenovo,2 in 1 Convertible,14.0,4GB,Windows 10,1.8,638.0,Intel,i7,2.5,128.0,SSD,1920x1080,1,IPS Panel
Lenovo,2 in 1 Convertible,13.3,16GB,Windows 10,1.3,1499.0,Intel,i7,2.5,512.0,SSD,3200x1800,1,IPS Panel
Lenovo,Notebook,14.0,2GB,Windows 10,1.5,229.0,Intel,Dual,1.6,64.0,Flash,1366x768,0,NaN
HP,Notebook,15.6,6GB,Windows 10,2.19,764.0,Intel,i7,2.5,1000.0,HDD,1366x768,0,NaN
Asus,Notebook,15.6,4GB,Windows 10,2.2,369.0,Intel,Dual,1.6,500.0,HDD,1366x768,0,NaN
Asus,Ultrabook,13.3,8GB,Windows 10,1.2,729.0,Intel,M,0.9,512.0,SSD,1920x1080,0,IPS Panel
Dell,Notebook,15.6,6GB,Windows 10,2.3,459.0,Intel,i3,2.4,1000.0,HDD,1366x768,0,NaN
Acer,Notebook,15.6,4GB,Linux,2.4,289.0,Intel,Dual,1.6,500.0,HDD,1366x768,0,NaN
Dell,Notebook,15.6,2GB,Windows 10,2.2,379.0,Intel,Dual,1.6,500.0,HDD,1366x768,0,NaN
Lenovo,Notebook,15.6,8GB,Windows 10,2.6,899.0,Intel,i7,2.6,1000.0,HDD,1920x1080,0,IPS Panel
HP,Notebook,15.6,6GB,Windows 10,2.04,549.99,AMD,A9,2.9,1000.0,Hybrid,1920x1080,0,Full HD
Dell,Notebook,15.6,8GB,Linux,2.3,805.99,Intel,i7,2.7,1000.0,HDD,1366x768,0,NaN
HP,Netbook,11.6,2GB,Windows 10,1.17,209.0,Intel,Dual,1.6,32.0,Flash,1366x768,0,NaN
Asus,Notebook,15.6,4GB,Windows 10,2.2,720.32,Intel,i7,2.5,500.0,HDD,1366x768,0,NaN
Lenovo,2 in 1 Convertible,14.0,4GB,Windows 10,1.8,638.0,Intel,i7,2.5,128.0,SSD,1920x1080,1,IPS Panel
Lenovo,2 in 1 Convertible,13.3,16GB,Windows 10,1.3,1499.0,Intel,i7,2.5,512.0,SSD,3200x1800,1,IPS Panel
Lenovo,Notebook,14.0,2GB,Windows 10,1.5,229.0,Intel,Dual,1.6,64.0,Flash,1366x768,0,NaN
HP,Notebook,15.6,6GB,Windows 10,2.19,764.0,Intel,i7,2.5,1000.0,HDD,1366x768,0,NaN
Asus,Notebook,15.6,4GB,Windows 10,2.2,369.0,Intel,Dual,1.6,500.0,HDD,1366x768,0,NaN
Asus,Ultrabook,13.3,8GB,Windows 10,1.2,729.0,Intel,M,0.9,512.0,SSD,1920x1080,0,IPS Panel
